asset,side,entry_date,entry_px,exit_date,exit_px,exit_reason,return_net
ZAR,short,1981-02-03 00:00:00,1.3007284079084287,1981-04-02 00:00:00,1.24595066035385,time,0.03951428174524752
ZAR,short,1981-04-03 00:00:00,1.2594458438287153,1981-06-01 00:00:00,1.179523472517103,time,0.060859512246707395
ZAR,short,1981-06-02 00:00:00,1.1724703951225233,1981-07-28 00:00:00,1.0535187526337968,time,0.09885500530392212
ZAR,short,1981-07-29 00:00:00,1.0549636037556704,1981-09-24 00:00:00,1.0529640939243972,time,-0.0007035152056486995
ZAR,short,1981-09-25 00:00:00,1.0545186122535062,1981-11-25 00:00:00,1.0364842454394694,time,0.014503139475038458
ZAR,short,1981-11-27 00:00:00,1.03498240529911,1982-01-26 00:00:00,1.0219724067450178,time,0.009971410028251202
ZAR,short,1982-01-27 00:00:00,1.027643613194944,1982-03-26 00:00:00,0.9572125969177755,time,0.0659375713646
ZAR,short,1982-03-29 00:00:00,0.9534706331045004,1982-05-24 00:00:00,0.9350163627863488,time,0.016755988134964712
ZAR,short,1982-05-25 00:00:00,0.9324878776575904,1982-07-22 00:00:00,0.8772699359592947,time,0.05661687010253969
ZAR,short,1982-07-23 00:00:00,0.8818342151675486,1982-09-20 00:00:00,0.8700191404210893,time,0.010799444187772131
ZAR,short,1982-09-21 00:00:00,0.8685079034219212,1982-11-19 00:00:00,0.8865248226950355,time,-0.02334353142577649
ZAR,short,1983-07-28 00:00:00,0.9109957183201239,1983-09-23 00:00:00,0.9025270758122743,time,0.0066971783061539145
ZAR,short,1983-09-26 00:00:00,0.9065361254645998,1983-11-25 00:00:00,0.8214901831923108,time,0.09121532834584935
ZAR,short,1983-11-28 00:00:00,0.8320159747067144,1984-01-25 00:00:00,0.7925186241876684,time,0.04487301501412878
ZAR,short,1984-01-26 00:00:00,0.7900142202559646,1984-03-26 00:00:00,0.8099789405475458,time,-0.02787019351979613
ZAR,short,1984-03-27 00:00:00,0.8159934720522236,1984-05-22 00:00:00,0.7830240388379924,time,0.037805189829327686
ZAR,short,1984-05-23 00:00:00,0.7810059356451109,1984-07-20 00:00:00,0.6700167504187605,time,0.13951170218910636
ZAR,short,1984-07-23 00:00:00,0.6494771708774436,1984-09-18 00:00:00,0.5887894488930758,time,0.09084203496461841
ZAR,short,1984-09-19 00:00:00,0.5970149253731343,1984-11-19 00:00:00,0.5554938340184424,time,0.06694897744439622
ZAR,short,1984-11-20 00:00:00,0.5590027391134217,1985-01-18 00:00:00,0.42999656002751974,time,0.2281803031920573
ZAR,short,1985-01-22 00:00:00,0.43850032887524665,1985-01-29 00:00:00,0.4874957344123239,stop,-0.11232137864914375
ZAR,short,1985-01-30 00:00:00,0.504999495000505,1985-03-29 00:00:00,0.5289885738468049,time,-0.05010202450615552
ZAR,short,1985-05-09 00:00:00,0.5020080321285141,1985-07-08 00:00:00,0.5104905814487722,time,-0.019496088820666883
ZAR,short,1985-08-01 00:00:00,0.4480086017651539,1985-10-02 00:00:00,0.4,time,0.10456114942528728
ZAR,short,1985-10-03 00:00:00,0.390991554582421,1985-12-03 00:00:00,0.3614936919350757,time,0.07284488293213777
ZAR,short,1985-12-04 00:00:00,0.35750035750035747,1986-01-02 00:00:00,0.39499150768258484,stop,-0.10626219931271483
ZAR,short,1986-01-03 00:00:00,0.390991554582421,1986-01-16 00:00:00,0.4329941545789132,stop,-0.10824309113033888
ZAR,short,1986-06-02 00:00:00,0.41649312786339027,1986-07-29 00:00:00,0.3914966918529538,time,0.05741759228634525
ZAR,short,1986-07-30 00:00:00,0.3829950210647261,1986-09-03 00:00:00,0.423998304006784,stop,-0.10873888210654069
ZAR,short,1986-09-04 00:00:00,0.4184975936388366,1986-10-31 00:00:00,0.4359958144401814,time,-0.04441084917952597
ZAR,short,1987-08-11 00:00:00,0.47400104280229416,1987-10-07 00:00:00,0.48470747903640155,time,-0.02518621909780904
ZAR,short,1987-10-08 00:00:00,0.48409740039695986,1987-11-05 00:00:00,0.5335040546308152,stop,-0.10345127967386333
ZAR,short,1988-02-09 00:00:00,0.49399792520871405,1988-04-06 00:00:00,0.4694835680751174,time,0.047025562570827135
ZAR,short,1988-04-07 00:00:00,0.46511627906976744,1988-06-03 00:00:00,0.4484304932735426,time,0.033275588887170755
ZAR,short,1988-06-06 00:00:00,0.4464285714285714,1988-08-02 00:00:00,0.4081632653061224,time,0.0831154351395731
ZAR,short,1988-08-03 00:00:00,0.4065040650406504,1988-09-29 00:00:00,0.4016064257028112,time,0.009449342196371844
ZAR,short,1988-09-30 00:00:00,0.4016064257028112,1988-11-30 00:00:00,0.4347826086956522,time,-0.08520754622688674
ZAR,short,1989-02-03 00:00:00,0.4098360655737705,1989-04-03 00:00:00,0.390625,time,0.044276149425287355
ZAR,short,1989-04-04 00:00:00,0.3921568627450981,1989-05-31 00:00:00,0.36496350364963503,time,0.0667442151187181
ZAR,short,1989-06-01 00:00:00,0.36101083032490977,1989-07-28 00:00:00,0.37453183520599254,time,-0.04005203409531199
